款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,前年度決算數,"本年度與
上年度比較",說明
7,108,,,1121810000,國立科學工藝博物館,-,-,"1,129 ",-,
7,108,1,,1121810900,雜項收入,-,-,"1,129 ",-,
7,108,1,1,1121810901,收回以前年度歲出,-,-,179 ,-,"前年度決算數係收回廠商分攤多
媒體水電費等收入。
"
7,108,1,2,1121810909,其他雜項收入,-,-,950 ,-,"前年度決算數係標售逾期未領回
之拾得物等收入。
"
7,109,,,1121830000,國立海洋生物博物館,-,-,172 ,-,
7,109,1,,1121830900,雜項收入,-,-,172 ,-,
7,109,1,1,1121830909,其他雜項收入,-,-,172 ,-,"前年度決算數係銷售試驗水生孳
生物等收入。
"
7,110,,,1121840000,國立臺灣史前文化博物館,-,-,91 ,-,
7,110,1,,1121840900,雜項收入,-,-,91 ,-,
7,110,1,1,1121840901,收回以前年度歲出,-,-,8 ,-,"前年度決算數係收回訂閱日文期
刊缺期退費收入。
"
7,110,1,2,1121840909,其他雜項收入,-,-,83 ,-,"前年度決算數係辦理教育活動報
名費收入。
"
7,111,,,1121850000,國立中央圖書館臺灣分館,-,-,"2,209 ",-,
7,111,1,,1121850900,雜項收入,-,-,"2,209 ",-,
7,111,1,1,1121850901,收回以前年度歲出,-,-,25 ,-,"前年度決算數係收回以前年度超
休事病假之薪資及溢付之不休假
加班費。
"
7,111,1,2,1121850909,其他雜項收入,-,-,"2,184 ",-,"前年度決算數係收取終身教育學
習班收入。
"
7,112,,,1121860000,國立國光劇團,-,-,161 ,-,
7,112,1,,1121860900,雜項收入,-,-,161 ,-,
7,112,1,1,1121860901,收回以前年度歲出,-,-,64 ,-,"前年度決算數係收回團員以前年
度休假補助費。
"
7,112,1,2,1121860909,其他雜項收入,-,-,97 ,-,"前年度決算數係員工消費合作社
分攤水電費等收入。
"
7,113,,,1121870000,國立教育廣播電臺,"2,316 ","2,343 ","4,185 ",-27 ,
7,113,1,,1121870900,雜項收入,"2,316 ","2,343 ","4,185 ",-27 ,
7,113,1,1,1121870901,收回以前年度歲出,-,-,"1,664 ",-,"前年度決算數係收回技工與工友
新制勞工退休金，改由勞工退休
準備金專戶支應及報廢車輛之未
到期保險費等繳庫數。
"
7,113,1,2,1121870909,其他雜項收入,"2,316 ","2,343 ","2,520 ",-27 ,"本年度預算數係接受空中英語教
室、活用空中美語、空中大學、
空中商專委託播出及錄製空中教
學節目等收入。
"
7,114,,,1123010000,法務部,"73,387 ","71,456 ","82,666 ","1,931 ",
7,114,1,,1123010900,雜項收入,"73,387 ","71,456 ","82,666 ","1,931 ",
7,114,1,1,1123010901,收回以前年度歲出,-,-,"11,053 ",-,"前年度決算數係收回依犯罪被害
人保護法第13條之規定返還補償
金等繳庫數。
"
7,114,1,2,1123010909,其他雜項收入,"73,387 ","71,456 ","71,613 ","1,931 ","本年度預算數之內容與上年度之
比較如下:
1.依毒品危害防制條例第30條規
定，對施用毒品之收容人實施
強制戒治並收取治療相關費用
之收入73,371千元，較上年度
增列1,933千元。
2.各機關員工受贈財物拍賣及變
賣價款等收入16千元，較上年
度減列2千元。
"
7,115,,,1123100000,司法官訓練所,1 ,1 ,29 ,-,
7,115,1,,1123100900,雜項收入,1 ,1 ,29 ,-,
7,115,1,1,1123100901,收回以前年度歲出,-,-,28 ,-,"前年度決算數係收回以前年度工
友退休金等繳庫數。
"
7,115,1,2,1123100909,其他雜項收入,1 ,1 ,1 ,-,"本年度預算數係使用郵資機酬金
收入。
"
7,116,,,1123150000,法醫研究所,-,-,21 ,-,
7,116,1,,1123150900,雜項收入,-,-,21 ,-,
7,116,1,1,1123150901,收回以前年度歲出,-,-,21 ,-,"前年度決算數係收回員工年終工
作獎金等繳庫數。
"
7,117,,,1123180000,行政執行署及所屬,131 ,89 ,"9,507 ",42 ,
7,117,1,,1123180900,雜項收入,131 ,89 ,"9,507 ",42 ,
7,117,1,1,1123180901,收回以前年度歲出,-,-,11 ,-,"前年度決算數係收回廠商工程缺
失未改善之扣款等繳庫數。
"
7,117,1,2,1123180909,其他雜項收入,131 ,89 ,"9,496 ",42 ,"本年度預算數係各行政執行處依
強制執行法第28條之2規定所收
民事債權人參與分配之執行費收
入。
"
7,118,,,1123200000,最高法院檢察署,6 ,6 ,13 ,-,
7,118,1,,1123200900,雜項收入,6 ,6 ,13 ,-,
7,118,1,1,1123200901,收回以前年度歲出,-,-,9 ,-,"前年度決算數係收回報廢公務車
保險費繳庫數。
"
7,118,1,2,1123200909,其他雜項收入,6 ,6 ,4 ,-,"本年度預算數係使用郵資機酬金
收入。
"
7,119,,,1123300000,臺灣高等法院檢察署及所屬,"159,263 ","173,965 ","184,042 ","-14,702 ",
7,119,1,,1123300900,雜項收入,"159,263 ","173,965 ","184,042 ","-14,702 ",
7,119,1,1,1123300901,收回以前年度歲出,60 ,60 ,"3,040 ",-,"本年度預算數係收回訴訟及裁判
費等繳庫數。
"
7,119,1,2,1123300909,其他雜項收入,"159,203 ","173,905 ","181,002 ","-14,702 ","本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫數及
依「毒品危害防制條例」第30條
規定，對施用毒品之收容人實施
觀察勒戒並收取治療相關費用之
收入。
"
7,120,,,1123920000,福建連江地方法院檢察署,-,-,1 ,-,
7,120,1,,1123920900,雜項收入,-,-,1 ,-,
7,120,1,1,1123920901,收回以前年度歲出,-,-,1 ,-,"前年度決算數係退還電話保證金
收入。
"
7,121,,,1123950000,調查局,-,-,"2,830 ",-,
7,121,1,,1123950900,雜項收入,-,-,"2,830 ",-,
7,121,1,1,1123950901,收回以前年度歲出,-,-,"2,790 ",-,"前年度決算數係收回員工子女教
育補助費、不休假加班費及資遣
工友勞保老年給付等繳庫數。
"
7,121,1,2,1123950909,其他雜項收入,-,-,40 ,-,"前年度決算數係使用太陽能電熱
器之補助收入。
"
7,122,,,1126010000,經濟部,"324,681 ","370,093 ","364,998 ","-45,412 ",
7,122,1,,1126010900,雜項收入,"324,681 ","370,093 ","364,998 ","-45,412 ",
7,122,1,1,1126010901,收回以前年度歲出,"286,662 ","282,498 ","298,230 ","4,164 ","本年度預算數係收回以前年度科
技專案計畫經費結餘款等。
"
7,122,1,2,1126010909,其他雜項收入,"38,019 ","87,595 ","66,768 ","-49,576 ","本年度預算數係科技專案計畫業
界配合款結餘、匯差及其他雜項
收入。
"
7,123,,,1126100000,工業局,"174,522 ","35,725 ","63,202 ","138,797 ",
7,123,1,,1126100900,雜項收入,"174,522 ","35,725 ","63,202 ","138,797 ",
7,123,1,1,1126100901,收回以前年度歲出,"30,740 ","30,740 ","60,796 ",-,"本年度預算數係收回以前年度科
技專案計畫經費結餘款等收入。
"
7,123,1,2,1126100909,其他雜項收入,"143,782 ","4,985 ","2,407 ","138,797 ","本年度預算數之內容與上年度之
比較如下：
1.兼職人員超額兼職費繳庫數及
廠商自籌款等收入2,407千元
，較上年度減列2,578千元。
2.新增雲林離島式基礎工業區內
廠商分攤工業用水設施成本之
收入141,375千元。
"
7,124,,,1126200000,國際貿易局及所屬,984 ,384 ,"1,430 ",600 ,
7,124,1,,1126200900,雜項收入,984 ,384 ,"1,430 ",600 ,
7,124,1,1,1126200901,收回以前年度歲出,-,-,27 ,-,"前年度決算數係收回以前年度員
工溢領薪津等。
"
7,124,1,2,1126200909,其他雜項收入,984 ,384 ,"1,403 ",600 ,"本年度預算數係委託辦理研討會
之報名費收入等。
"
7,125,,,1126310000,標準檢驗局及所屬,133 ,155 ,808 ,-22 ,
7,125,1,,1126310900,雜項收入,133 ,155 ,808 ,-22 ,
7,125,1,1,1126310901,收回以前年度歲出,-,-,583 ,-,"前年度決算數係收回以前年度退
休人員三節慰問金及實物代金等
。
"
7,125,1,2,1126310909,其他雜項收入,133 ,155 ,225 ,-22 ,"本年度預算數係兼職人員超額兼
職費繳庫數等收入。
"
7,126,,,1126410000,智慧財產局,"1,950 ","3,379 ","3,738 ","-1,429 ",
7,126,1,,1126410900,雜項收入,"1,950 ","3,379 ","3,738 ","-1,429 ",
7,126,1,1,1126410901,收回以前年度歲出,-,-,62 ,-,"前年度決算數係收回以前年度查
緝仿冒檢舉獎金等。
"
7,126,1,2,1126410909,其他雜項收入,"1,950 ","3,379 ","3,676 ","-1,429 ","本年度預算數係郵資機酬金及其
他等收入。
"
7,127,,,1126550000,水利署及所屬,"50,462 ","95,856 ","89,974 ","-45,394 ",
7,127,1,,1126550900,雜項收入,"50,462 ","95,856 ","89,974 ","-45,394 ",
7,127,1,1,1126550901,收回以前年度歲出,"36,000 ","85,000 ","69,909 ","-49,000 ","本年度預算數係收回以前年度補
助縣市政府經費之賸餘款。
"
7,127,1,2,1126550909,其他雜項收入,"14,462 ","10,856 ","20,065 ","3,606 ","本年度預算數係工程保險理賠收
入、郵資機酬金及其他收入。
"
7,128,,,1126750000,中小企業處,"128,595 ",230 ,"1,864,246 ","128,365 ",
7,128,1,,1126750900,雜項收入,"128,595 ",230 ,"1,864,246 ","128,365 ",
7,128,1,1,1126750901,收回以前年度歲出,"128,527 ",50 ,"1,864,178 ","128,477 ","本年度預算數係收回以前年度信
用保證專款之賸餘款。
"
7,128,1,2,1126750909,其他雜項收入,68 ,180 ,68 ,-112 ,"本年度預算數係委辦計畫廠商配
合款結餘收入。
"
7,129,,,1126800000,加工出口區管理處及所屬,34 ,34 ,559 ,-,
7,129,1,,1126800900,雜項收入,34 ,34 ,559 ,-,
7,129,1,1,1126800901,收回以前年度歲出,-,-,552 ,-,"前年度決算數係收回以前年度員
工薪資及公保費等。
"
7,129,1,2,1126800909,其他雜項收入,34 ,34 ,7 ,-,"本年度預算數係員工上下班搭乘
公務交通車繳納車資等收入。
"
7,130,,,1126900000,中央地質調查所,322 ,264 ,288 ,58 ,
7,130,1,,1126900900,雜項收入,322 ,264 ,288 ,58 ,
7,130,1,1,1126900901,收回以前年度歲出,244 ,244 ,210 ,-,"本年度預算數係收回以前年度委
辦計畫結餘款等。
"
7,130,1,2,1126900909,其他雜項收入,78 ,20 ,78 ,58 ,"本年度預算數係員工補辦識別證
等收入。
"
7,131,,,1126960000,能源局,"2,290 ",90 ,"3,412 ","2,200 ",
7,131,1,,1126960900,雜項收入,"2,290 ",90 ,"3,412 ","2,200 ",
7,131,1,1,1126960901,收回以前年度歲出,"2,200 ",-,171 ,"2,200 ","本年度預算數係收回以前年度委
辦計畫結餘款等。
"
7,131,1,2,1126960909,其他雜項收入,90 ,90 ,"3,241 ",-,"本年度預算數係兼職人員超額兼
職費繳庫數等收入。
"
7,132,,,1129010000,交通部,"94,357 ","3,945 ","88,129 ","90,412 ",
7,132,1,,1129010900,雜項收入,"94,357 ","3,945 ","88,129 ","90,412 ",
7,132,1,1,1129010901,收回以前年度歲出,"23,260 ",-,"63,212 ","23,260 ","本年度預算數係收回以前年度工
程結餘款等收入。
"
7,132,1,2,1129010909,其他雜項收入,"71,097 ","3,945 ","24,917 ","67,152 ","本年度預算數係兼職人員超額兼
職費、年度酬勞等繳庫數。
"
7,133,,,1129110000,民用航空局,-,-,228 ,-,
7,133,1,,1129110900,雜項收入,-,-,228 ,-,
7,133,1,1,1129110909,其他雜項收入,-,-,228 ,-,"前年度決算數係收回派兼桃園航
勤公司之兼職人員超額兼職費繳
庫數。
"
7,134,,,1129210000,中央氣象局,-,-,215 ,-,
7,134,1,,1129210900,雜項收入,-,-,215 ,-,
7,134,1,1,1129210901,收回以前年度歲出,-,-,23 ,-,"前年度決算數係收回以前年度電
話押金。
"
7,134,1,2,1129210909,其他雜項收入,-,-,192 ,-,"前年度決算數係中央氣象局農業
實驗站出售水稻收入等。
"
7,135,,,1129310000,觀光局及所屬,-,-,"17,914 ",-,
7,135,1,,1129310900,雜項收入,-,-,"17,914 ",-,
7,135,1,1,1129310901,收回以前年度歲出,-,-,"13,669 ",-,"前年度決算數係收回以前年度補
助地方政府興建遊憩設施經費之
結餘款等。
"
7,135,1,2,1129310909,其他雜項收入,-,-,"4,245 ",-,"前年度決算數係販售出版品等收
入。
"
7,136,,,1129510000,運輸研究所,-,-,110 ,-,
7,136,1,,1129510900,雜項收入,-,-,110 ,-,
7,136,1,1,1129510901,收回以前年度歲出,-,-,32 ,-,"前年度決算數係收回以前年度訂
購西文期刊廠商停刊退還款。
"
7,136,1,2,1129510909,其他雜項收入,-,-,77 ,-,"前年度決算數係提供民眾影印出
版品之收入。
"
7,137,,,1129710000,公路總局及所屬,"217,226 ","224,907 ","359,705 ","-7,681 ",
7,137,1,,1129710900,雜項收入,"217,226 ","224,907 ","359,705 ","-7,681 ",
7,137,1,1,1129710901,收回以前年度歲出,"185,688 ","185,688 ","317,160 ",-,"本年度預算數係收回以前年度支
付工程結餘款等收入。
"
7,137,1,2,1129710909,其他雜項收入,"31,538 ","39,219 ","42,545 ","-7,681 ","本年度預算數之內容與上年度之
比較如下：
1.報廢車輛回收獎勵金及廠商未
領支票等繳庫數11,038千元，
較上年度增列2,578千元。
2.代辦挖掘路面修護發包節餘款
等20,500千元，較上年度減列
10,259千元。
"
7,138,,,1136010000,蒙藏委員會,-,-,32 ,-,
7,138,1,,1136010900,雜項收入,-,-,32 ,-,
7,138,1,1,1136010901,收回以前年度歲出,-,-,30 ,-,"前年度決算數係收回94年度訂閱
國外期刊之退還款。
"
7,138,1,2,1136010909,其他雜項收入,-,-,2 ,-,"前年度決算數係蒙藏學生獎學金
剩餘款繳庫。
"
7,139,,,1139010000,僑務委員會,-,-,"2,828 ",-,
7,139,1,,1139010900,雜項收入,-,-,"2,828 ",-,
7,139,1,1,1139010901,收回以前年度歲出,-,-,"2,429 ",-,"前年度決算數係收回補助南非洲
坡埠東省中華會館擴建經費等收
入。
"
7,139,1,2,1139010909,其他雜項收入,-,-,399 ,-,"前年度決算數係年度匯兌盈餘等
收入。
"
7,140,,,1142010000,國軍退除役官兵輔導委員會,"1,060,000 ","1,060,000 ","775,845 ",-,
7,140,1,,1142010900,雜項收入,"1,060,000 ","1,060,000 ","775,845 ",-,
7,140,1,1,1142010901,收回以前年度歲出,"60,000 ","60,000 ","22,953 ",-,"本年度預算數係繳回不符請領資
格之退除役官兵退休給付及榮民
生活費溢領數。
"
7,140,1,2,1142010909,其他雜項收入,"1,000,000 ","1,000,000 ","752,892 ",-,"本年度預算數係不需支用代管款
項及無人繼承或繼承賸餘之榮民
遺款等應納庫款。
"
7,141,,,1145010000,國家科學委員會,-,-,"205,208 ",-,
7,141,1,,1145010900,雜項收入,-,-,"205,208 ",-,
7,141,1,1,1145010901,收回以前年度歲出,-,-,"205,180 ",-,"前年度決算數係財團法人國家實
驗研究院太空中心解除Argo衛星
計畫合約收回以前年度預付款。
"
7,141,1,2,1145010909,其他雜項收入,-,-,28 ,-,"前年度決算數係財團法人國家實
驗研究院所屬各實驗室之出售標
單收入。
"
7,142,,,1145100000,科學工業園區管理局及所屬,"30,452 ","29,662 ","30,179 ",790 ,
7,142,1,,1145100100,學雜費收入,"30,330 ","29,600 ","29,735 ",730 ,"本年度預算數係科學工業園區實
驗高級中學學雜費收入。
"
7,142,2,,1145100900,雜項收入,122 ,62 ,444 ,60 ,
7,142,2,1,1145100901,收回以前年度歲出,-,-,278 ,-,"前年度決算數係收回以前年度溢
付通訊費等。
"
7,142,2,2,1145100909,其他雜項收入,122 ,62 ,165 ,60 ,"本年度預算數係使用郵資機酬金
及廠商使用通關自動化資訊系統
等收入。
"
7,143,,,1145200000,南部科學工業園區管理局及所屬,"3,437 ",6 ,3 ,"3,431 ",
7,143,1,,1145200100,學雜費收入,"3,434 ",-,-,"3,434 ","本年度預算數係國立南科國際實
驗高級中學學雜費收入。
"
7,143,2,,1145200900,雜項收入,3 ,6 ,3 ,-3 ,
7,143,2,1,1145200909,其他雜項收入,3 ,6 ,3 ,-3 ,"本年度預算數係使用郵資機酬金
收入。
"
7,144,,,1145300000,中部科學工業園區管理局,2 ,-,10 ,2 ,
7,144,1,,1145300900,雜項收入,2 ,-,10 ,2 ,
7,144,1,1,1145300909,其他雜項收入,2 ,-,10 ,2 ,"本年度預算數係使用郵資機酬金
收入。
"
7,145,,,1148010000,原子能委員會,-,-,29 ,-,
7,145,1,,1148010900,雜項收入,-,-,29 ,-,
7,145,1,1,1148010901,收回以前年度歲出,-,-,27 ,-,"前年度決算數係收回員工交通費
繳庫數。
"
7,145,1,2,1148010909,其他雜項收入,-,-,2 ,-,"前年度決算數係郵資機使用酬金
收入。
"
7,146,,,1148300000,核能研究所,-,-,"3,193 ",-,
7,146,1,,1148300900,雜項收入,-,-,"3,193 ",-,
7,146,1,1,1148300901,收回以前年度歲出,-,-,"3,189 ",-,"前年度決算數係收回新制勞工退
休金轉由勞工退休準備金專戶支
應繳庫數。
"
7,146,1,2,1148300909,其他雜項收入,-,-,4 ,-,"前年度決算數係辦理研討會結餘
款繳庫數。
"
7,147,,,1151010000,農業委員會,"76,851 ","77,695 ","186,839 ",-844 ,
7,147,1,,1151010900,雜項收入,"76,851 ","77,695 ","186,839 ",-844 ,
7,147,1,1,1151010901,收回以前年度歲出,"71,891 ","69,355 ","182,854 ","2,536 ","本年度預算數係收回以前年度計
畫賸餘款。
"
7,147,1,2,1151010909,其他雜項收入,"4,960 ","8,340 ","3,985 ","-3,380 ","本年度預算數係兼職人員超額兼
職費繳庫數及專案性計畫之雜項
收入等。
"
7,148,,,1151020000,林務局,"170,693 ","158,041 ","81,709 ","12,652 ",
7,148,1,,1151020900,雜項收入,"170,693 ","158,041 ","81,709 ","12,652 ",
7,148,1,1,1151020901,收回以前年度歲出,"20,150 ","20,000 ","16,096 ",150 ,"本年度預算數係收回以前年度計
畫賸餘款。
"
7,148,1,2,1151020909,其他雜項收入,"150,543 ","138,041 ","65,613 ","12,502 ","本年度預算數係處分出租林地之
副產物及國有林地障礙木、漂流
木等收入。
"
7,149,,,1151030000,水土保持局,"12,000 ","12,566 ","8,048 ",-566 ,
7,149,1,,1151030900,雜項收入,"12,000 ","12,566 ","8,048 ",-566 ,
7,149,1,1,1151030901,收回以前年度歲出,"9,000 ","8,000 ","7,137 ","1,000 ","本年度預算數係收回以前年度計
畫賸餘款。
"
7,149,1,2,1151030909,其他雜項收入,"3,000 ","4,566 ",911 ,"-1,566 ","本年度預算數係逾期未領回之履
約保證金繳庫等收入。
"
7,150,,,1151040000,農業試驗所,"6,933 ","6,933 ","5,451 ",-,
7,150,1,,1151040900,雜項收入,"6,933 ","6,933 ","5,451 ",-,
7,150,1,1,1151040901,收回以前年度歲出,-,-,24 ,-,"前年度決算數係收回以前年度期
刊缺書款及員工溢領子女教育補
助費等收入。
"
7,150,1,2,1151040909,其他雜項收入,"6,933 ","6,933 ","5,427 ",-,"本年度預算數係處分試驗孳生物
、農藥殘毒快速檢驗試劑、植物
病毒檢測等收入。
"
7,151,,,1151050000,林業試驗所,-,-,101 ,-,
7,151,1,,1151050900,雜項收入,-,-,101 ,-,
7,151,1,1,1151050901,收回以前年度歲出,-,-,80 ,-,"前年度決算數係收回以前年度計
畫賸餘款等。
"
7,151,1,2,1151050909,其他雜項收入,-,-,21 ,-,"前年度決算數係逾期未領回之履
約保證金繳庫收入。
"
